;¿Cómo trabajar con TIC en el aula?: Una guía para la acción pedagógica;Mariano Ávalos;9789876910187;Editorial Biblos;uner;;;
;Jóvenes en cuestión: Configuraciones de género y sexualidad en la cultura;Silvia Elizalde (Coord);9789876910965;Editorial Biblos;uner;;;
;No tan distintas: mujeres en Argentina y Canadá en la escena contemporánea;Dora Barrancos (Direct);9789876911252;Editorial Biblos;uner;;;
;Tecnología, comunicación y ciudadanía: Usos políticos de Internet y las TIC en la Argentina reciente (1997-2009);Luis Ricardo Sandoval;9789876911467;Editorial Biblos;uner;;;
;Metodología de las ciencias sociales;Esther Díaz;9789876911696;Editorial Biblos;uner;;;
;Género y violencia en el mercado del sexo. Política, policía y prostitución;Déborah Daich;9789876914307;Editorial Biblos;uner;;;
;La formación humana desde una perspectiva filosófica. Inquietud, cuidado de sí y de los otros, autoconocimiento;Andrea Díaz Genis;9789876915007;Editorial Biblos;uner;;;
;Xul Solar: Entrevistas, artículos y téxtos inéditos;Xul Solar;9789500532457;Ediciones Corregidor;uner;;;
;Nietzsche y la medicina: un libro para médicos y no médicos;Esteban Rubinstein;9789871639755;Delhospital Ediciones;uner;;;
;Medicina e historia;Adriana Amante;9789878349015;Delhospital Ediciones;uner;;;
;Confesiones de un comprimido;Valeria Beruto;9789878349022;Delhospital Ediciones;uner;;;
;La ruta del sueño;Stella Maris Valiensi;9789878349039;Delhospital Ediciones;uner;;;
;Dejar de fumar;Karina Bakalar;9789878349046;Delhospital Ediciones;uner;;;
;Medicina vascular;Antonio Freixas, Fernando Vázquez;9789878349053;Delhospital Ediciones;uner;;;
;Los nuevos enfermos;Esteban Rubinstein;9789878349060;Delhospital Ediciones;uner;;;
;Manual para la prevención de caídas de personas mayores;Fabiana GIBER;9789878349077;Delhospital Ediciones;uner;;;
;Los informes médicos: estrategias para favorecer su comprensión;Rosa Estopà;9789878349138;Delhospital Ediciones;uner;;;
;Medicina respiratoria de todos los días;"Diego Andresik; Juan Precerutti";9789878349145;Delhospital Ediciones;uner;;;
;FOCO Familia, orientación y contexto;Paula Carrete, Judith Estremero, Adriana Goldman, Mercedes Mutchinick y Esteban Rubinstein;9789871639694;Delhospital Ediciones;uner;;;
;Las preguntas de la embarazada;"Gustavo Hernán Izbizky ; Mario Sebastiani ; Laura Mercanzini ; María Fernanda Lage";9789878349084;Delhospital Ediciones;uner;;;
;Factores de riesgo cardiovascular: un abordaje desde la toma de decisiones compartidas;Esteban Rubinstein, Karin Kopitowski, Mercedes Mutchinick;9789878349091;Delhospital Ediciones;uner;;;
;Complicaciones de la cirugía abdominal;Juan Pekolj;9789878349107;Delhospital Ediciones;uner;;;
;Manual para cuidadores de personas con Alzheimer y otras demencias;Mariela González Salvia;9789878349152;Delhospital Ediciones;uner;;;
;El libro azulado: problemas de salud de instalación reciente;Miguel Zárate, Paula Carrete, Esteban Rubinstein;9789878349169;Delhospital Ediciones;uner;;;
;Medicina interna de todos los días;Servicio de Clínica Médica;9789878349213;Delhospital Ediciones;uner;;;
;Columna vertebral;"Gastón Camino Willhuber;Gonzalo Kido; Matías Petracchi;Marcelo Gruenberg;Carlos Sosa";9789878349282;Delhospital Ediciones;uner;;;
;Cáncer colorrectal 3ª edición;Carlos A. Vaccaro, Nadia C. Peralta;9789878349299;Delhospital Ediciones;uner;;;
;Primer diccionario de medicina ilustrado;Rosa Estopà;9789878349305;Delhospital Ediciones;uner;;;
;Del nacimiento a los primeros pasos;Ernesto Lupo, Pablo Mohr, Valeria Mülli, Diana Rodriguez;9789878349183;Delhospital Ediciones;uner;;;
;Obesidad: cómo cambiar la historia;Irene Ventriglia, Elena Chimirri, Tamara Lareu, Diego Fernández;9789878349336;Delhospital Ediciones;uner;;;
;Cirugía es mucho más que operar;Juan Pekolj;9789878349350;Delhospital Ediciones;uner;;;
;Los cuidados de la piel, el pelo y las uñas en el paciente con cáncer;María del Carmen González Ramos;9789878349367;Delhospital Ediciones;uner;;;
;Enfermedad renal crónica;Carlos G. Musso;9789878349381;Delhospital Ediciones;uner;;;
;Obesidad: otra mirada;Irene Ventriglia, Elena Chimirri, Diego Fernández, Tamara Lareu;9789878349404;Delhospital Ediciones;uner;;;
;Pequeños gajos del oficio médico;Coti Funes;9789878349411;Delhospital Ediciones;uner;;;
;Clínica imaginaria 2a edición;Esteban Rubinstein;9789878349459;Delhospital Ediciones;uner;;;
;El clown en el hospital: una sonrisa el fin de semana;"Mariana Ramos;Ignacio Usandivaras";9789878349466;Delhospital Ediciones;uner;;;
;Heidegger y la medicina;Esteban Rubinstein;9789878349527;Delhospital Ediciones;uner;;;
;Las implicancias afectivas de la prematurez;Gabriela A. Pose;9789878349541;Delhospital Ediciones;uner;;;
;Cine expandido;Gene Youngblood;9789874151711;EDUNTREF;uner;;;
;Entre la academia y la crítica: la construcción discursiva y disciplinar de la historia del arte, Argentina siglo XX;Sandra Szir, María Amalia García, editoras;9789874151728;EDUNTREF;uner;;;
;Alegato Juicio Esma III: 30, 31 de marzo y 4 de abril de 2016: querella: justicia ya;Colectivo Justicia Ya;9789874151735;EDUNTREF;uner;;;
;Los mil pequeños sexos: intervenciones críticas sobre políticas de género y sexualidades;Mariano López Seoane, compilador;9789874151742;EDUNTREF;uner;;;
;Merecer la ciudad: los pobres y el derecho al espacio urbano;Oscar Oszlak;9789874151803;EDUNTREF;uner;;;
;Episodios críticos de la modernidad latinoamericana;Valentín Díaz;9789874151810;EDUNTREF;uner;;;
;Saberes subalternos en América Latina;Leonel Cherri, Valentín Díaz, Mariano López Seoane, editores;9789874151896;EDUNTREF;uner;;;
;América Latina Global. Estudios generales sobre paradiplomacia;Mariano Alvarez, Mariana Luna Pont, Nahuel Oddone,Compiladores;9789874151988;EDUNTREF;uner;;;
;Migración, ambiente y cambio climático. Estudios de caso en Argentina;Roberto Salvador Aruj;9789878359182;EDUNTREF;uner;;;
;Hogar dulce hogar;Florencia Battiti, Fernando Farina, Vilma Paura;9789878359267;EDUNTREF;uner;;;
;Incomodar la mirada. Museos, artes visuales y memoria;M. Guillermina Fressoli;9789878359298;EDUNTREF;uner;;;
;Fundamentos de nutrición normal;Laura Beatriz López y Marta María Suárez;9789500210775;El Ateneo;uner;;;
;Alimentación y deporte. Guía práctica;Marcia Onzari;9789500210782;El Ateneo;uner;;;
;Fundamentos de nutrición en el deporte;Marcia Onzari;9789500210799;El Ateneo;uner;;;
;Anatomía odontológica funcional y aplicada;Mario Eduardo Figún y Ricardo Rodolfo Garino;9789500210904;El Ateneo;uner;;;
;Rehabilitación cognitiva. De la teoría a la práctica profesional;Teresa Torralva, Catalina Raimondi, María Roca;9789500210966;El Ateneo;uner;;;
;Técnica dietoterápica;Elisabet Navarro, Elsa Longo y Andrea F. González;9789500211062;El Ateneo;uner;;;
;Aspectos crÍticos de las ciencias sociales;Rodolfo Gaeta;9789502318004;Eudeba;uner;;;
;Nunca más;Comisión Nacional por la Desaparición de Personas (CONADEP);9789502318158;Eudeba;uner;;;
;Derechos humanos y garantías;Eduardo Ángel Russo;9789502318189;Eudeba;uner;;;
